line,position
feii,4418.957
feii,4449.616
feii,4471.273
feii,4493.529
feii,4614.551
feii,4625.481
feii,4628.786
feii,4631.873
feii,4660.593
feii,4668.923
feii,4740.828
feii,5131.21
feii,5369.19
feii,5396.232
feii,5427.826
