line,position
HeII,1640.42
HeII,2733.29
HeI,2945.106
HeI,3187.745
HeII,3203.10
HeI,4143.761
HeI,4471.479
HeII,4685.710
HeI,5877.2539
HeI,7065.196
HeI,7281.349
HeI,7816.136
HeII,8236.790
HeI,10027.730
HeI,10031.160
HeI,10830.340



