line,position
CIV,1548.187
CIV,1550.772
AlIII,1854.716
AlIII,1862.79
CIII],1908.734
MgII,2800
NaI,5890
NaI1,5896
OI,6046.440
OI,7002.230
OI,7254.448
OI,7774.17
OI,8446.36
CaII,8498.02
CaII,8542.09
CaII,8662.14
NI,8680.282
NI,8703.247
NI,8711.703



